P056C4168,GROUP_DRUSTVENE_NAUKE,belongs_to_group,1.0,target_group,drustvene_nauke
P056C4168,TOOL_GitHub_Copilot,uses_tool,0.2,ai_tool_usage,drustvene_nauke
P056C4168,TOOL_ChatGPT,uses_tool,0.2,ai_tool_usage,drustvene_nauke
P056C4168,TOOL_Claude,uses_tool,0.2,ai_tool_usage,drustvene_nauke
P047D3F8A,GROUP_DRUSTVENE_NAUKE,belongs_to_group,1.0,target_group,drustvene_nauke
P047D3F8A,TOOL_GitHub_Copilot,uses_tool,0.2,ai_tool_usage,drustvene_nauke
P047D3F8A,TOOL_ChatGPT,uses_tool,0.2,ai_tool_usage,drustvene_nauke
P047D3F8A,TOOL_Claude,uses_tool,0.2,ai_tool_usage,drustvene_nauke
P0236F5FC,GROUP_DRUSTVENE_NAUKE,belongs_to_group,1.0,target_group,drustvene_nauke
P0236F5FC,TOOL_GitHub_Copilot,uses_tool,0.2,ai_tool_usage,drustvene_nauke
P0236F5FC,TOOL_ChatGPT,uses_tool,0.2,ai_tool_usage,drustvene_nauke
P0236F5FC,TOOL_Claude,uses_tool,0.2,ai_tool_usage,drustvene_nauke
P05905FBC,GROUP_KREATIVNA_FILMSKA,belongs_to_group,1.0,target_group,kreativna_filmska
P05905FBC,TOOL_Grammarly,uses_tool,0.2,ai_tool_usage,kreativna_filmska
P049DF881,GROUP_KREATIVNA_FILMSKA,belongs_to_group,1.0,target_group,kreativna_filmska
P049DF881,TOOL_Grammarly,uses_tool,0.2,ai_tool_usage,kreativna_filmska
P0087CBC8,GROUP_KREATIVNA_FILMSKA,belongs_to_group,1.0,target_group,kreativna_filmska
P0087CBC8,TOOL_GitHub_Copilot,uses_tool,0.2,ai_tool_usage,kreativna_filmska
P0087CBC8,TOOL_DALL-E,uses_tool,0.2,ai_tool_usage,kreativna_filmska
P0087CBC8,TOOL_DeepL,uses_tool,0.2,ai_tool_usage,kreativna_filmska
P0087CBC8,ORG_Apple,affiliated_with,1.0,organizational,kreativna_filmska
P018D78ED,GROUP_KREATIVNA_FILMSKA,belongs_to_group,1.0,target_group,kreativna_filmska
P0186A4E8,GROUP_PROSVETA,belongs_to_group,1.0,target_group,prosveta
P0186A4E8,TOOL_Bing_Chat,uses_tool,0.2,ai_tool_usage,prosveta
P0186A4E8,TOOL_GitHub_Copilot,uses_tool,0.2,ai_tool_usage,prosveta
P0186A4E8,ORG_Meta,affiliated_with,1.0,organizational,prosveta
P018D78ED,TOOL_Grammarly,uses_tool,0.2,ai_tool_usage,kreativna_filmska
P00897021,GROUP_KREATIVNA_FILMSKA,belongs_to_group,1.0,target_group,kreativna_filmska
P00897021,TOOL_GitHub_Copilot,uses_tool,0.2,ai_tool_usage,kreativna_filmska
P00897021,TOOL_DALL-E,uses_tool,0.2,ai_tool_usage,kreativna_filmska
P00897021,TOOL_DeepL,uses_tool,0.2,ai_tool_usage,kreativna_filmska
P00897021,ORG_Apple,affiliated_with,1.0,organizational,kreativna_filmska
P014D6916,GROUP_KREATIVNA_FILMSKA,belongs_to_group,1.0,target_group,kreativna_filmska
P014D6916,TOOL_GitHub_Copilot,uses_tool,0.2,ai_tool_usage,kreativna_filmska
P014D6916,TOOL_DALL-E,uses_tool,0.2,ai_tool_usage,kreativna_filmska
P014D6916,TOOL_DeepL,uses_tool,0.2,ai_tool_usage,kreativna_filmska
P014D6916,ORG_Apple,affiliated_with,1.0,organizational,kreativna_filmska
P0066B7DA,GROUP_KREATIVNA_FILMSKA,belongs_to_group,1.0,target_group,kreativna_filmska
P0066B7DA,TOOL_DeepL,uses_tool,0.2,ai_tool_usage,kreativna_filmska
P0066B7DA,TOOL_Stable_Diffusion,uses_tool,0.2,ai_tool_usage,kreativna_filmska
P0066B7DA,TOOL_ChatGPT,uses_tool,0.2,ai_tool_usage,kreativna_filmska
P0066B7DA,TOOL_GitHub_Copilot,uses_tool,0.2,ai_tool_usage,kreativna_filmska
P0066B7DA,TOOL_Bing_Chat,uses_tool,0.2,ai_tool_usage,kreativna_filmska
P0066B7DA,ORG_Meta,affiliated_with,1.0,organizational,kreativna_filmska
P00A10C34,GROUP_PROSVETA,belongs_to_group,1.0,target_group,prosveta
P04D480EE,GROUP_MEDICINA,belongs_to_group,1.0,target_group,medicina
P00A10C34,TOOL_Bing_Chat,uses_tool,0.2,ai_tool_usage,prosveta
P04D480EE,TOOL_DALL-E,uses_tool,0.2,ai_tool_usage,medicina
P00A10C34,TOOL_GitHub_Copilot,uses_tool,0.2,ai_tool_usage,prosveta
P04D480EE,TOOL_Gemini,uses_tool,0.2,ai_tool_usage,medicina
P00A10C34,ORG_Meta,affiliated_with,1.0,organizational,prosveta
P04D480EE,TOOL_ChatGPT,uses_tool,0.2,ai_tool_usage,medicina
P04D480EE,TOOL_Stable_Diffusion,uses_tool,0.2,ai_tool_usage,medicina
P04D480EE,TOOL_GitHub_Copilot,uses_tool,0.2,ai_tool_usage,medicina
P04D480EE,ORG_Comtrade,affiliated_with,1.0,organizational,medicina
P02C21BA3,GROUP_PROSVETA,belongs_to_group,1.0,target_group,prosveta
P02C21BA3,TOOL_Bing_Chat,uses_tool,0.2,ai_tool_usage,prosveta
P02C21BA3,TOOL_GitHub_Copilot,uses_tool,0.2,ai_tool_usage,prosveta
P02C21BA3,ORG_Meta,affiliated_with,1.0,organizational,prosveta
P00B6EA56,GROUP_OSTALO,belongs_to_group,1.0,target_group,ostalo
P00B6EA56,TOOL_Midjourney,uses_tool,0.2,ai_tool_usage,ostalo
P00B6EA56,TOOL_DeepL,uses_tool,0.2,ai_tool_usage,ostalo
P00B6EA56,ORG_Oracle,affiliated_with,1.0,organizational,ostalo
P020A317D,GROUP_KREATIVNA_FILMSKA,belongs_to_group,1.0,target_group,kreativna_filmska
P020A317D,TOOL_DeepL,uses_tool,0.2,ai_tool_usage,kreativna_filmska
P020A317D,TOOL_Stable_Diffusion,uses_tool,0.2,ai_tool_usage,kreativna_filmska
P020A317D,TOOL_ChatGPT,uses_tool,0.2,ai_tool_usage,kreativna_filmska
